"FileName="BV_TWEM_20220531_1514
"FileDate="20220531
"FileTime="15:14
"FileExpiration="20220601 15:14
"FileSequence=458"
"DataDelimiter= ,"

TRADE DATE EXECUTION TIME,PUBLICATION DATE,VENUE OF EXECUTION,INSTRUMENT ID TYPE,ISIN,PRICE,MONE,PERC,YIEL,BAPO,PRICE NOTATION,PRICE CURRENCY,QUANTITY,QUANTITY TYPE,QUANTITY IN MEASUREMENT UNIT,QUANTITY NOTATION MEASUREMENT UNIT,NOTIONAL AMOUNT,NOTIONAL CURRENCY,EMISSION ALLOWANCE TYPE,PUBLICATION ID,ORGINAL ID,TRANSACTION TO BE CLEARED,TRANSCATION COUNT,FLAGS,SUPPLEMENTARY DEFERRAL FLAGS,NO SUBMITTED TRANS (TPCC),SUBMITTED NOTIONAL (TPCC),SUBMITTED NOTIONAL 2 (TPCC),NOTIONAL CURRENCY 2 (TPCC),NO TERMINATED/REDUCED TRANS (TPCC),TERMINATED/REDUCED NOTIONAL (TPCC),TERMINATED/REDUCED NOTIONAL 2 (TPCC),REPLACEMENT NOTIONAL (TPCC),REPLACEMENT NOTIONAL 2 (TPCC),SUB ASSET CLASSES (TPCC),REPLACEMENT SUB ASSET CLASSES (TPCC),REPLACEMENT CURRENCIES (TPCC),NO REPLACEMENT TRANS (TPCC)
2022-05-31T15:14:23.963Z,2022-05-31 15:14:26,TWEM,ISIN,IT0005377152,96.44,,,,,PERC,EUR,320000,Units,0,,320000,EUR,,'3605455857640282686,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:25.021Z,2022-05-31 15:14:26,TWEM,ISIN,BE0000304130,135.771,,,,,PERC,EUR,267000,Units,0,,267000,EUR,,'3605455857640282687,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:24.402Z,2022-05-31 15:14:26,TWEM,ISIN,IT0005367492,100.812,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640282688,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:26.373Z,2022-05-31 15:14:27,TWEM,ISIN,IT0005433690,88.271,,,,,PERC,EUR,389000,Units,0,,389000,EUR,,'3605455857640282689,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:26.387Z,2022-05-31 15:14:27,TWEM,ISIN,DE0001030559,116.514,,,,,PERC,EUR,1650000,Units,0,,1650000,EUR,,'3605455857640282690,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:25.379Z,2022-05-31 15:14:27,TWEM,ISIN,DE0001135481,122.632,,,,,PERC,EUR,80000,Units,0,,80000,EUR,,'3605455857640282691,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:26.409Z,2022-05-31 15:14:27,TWEM,ISIN,BE0000347568,97.248,,,,,PERC,EUR,26000,Units,0,,26000,EUR,,'3605455857640282692,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:26.357Z,2022-05-31 15:14:27,TWEM,ISIN,ES0000012F43,91.691,,,,,PERC,EUR,692000,Units,0,,692000,EUR,,'3605455857640282693,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:26.421Z,2022-05-31 15:14:27,TWEM,ISIN,BE0000355645,79.699,,,,,PERC,EUR,190000,Units,0,,190000,EUR,,'3605455857640282694,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:25.342Z,2022-05-31 15:14:27,TWEM,ISIN,DE0001102549,83.34,,,,,PERC,EUR,120000,Units,0,,120000,EUR,,'3605455857640282695,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:25.875Z,2022-05-31 15:14:27,TWEM,ISIN,ES00000128E2,107.574,,,,,PERC,EUR,20000,Units,0,,20000,EUR,,'3605455857640282696,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:25.429Z,2022-05-31 15:14:27,TWEM,ISIN,DE0001030567,109.236,,,,,PERC,EUR,350000,Units,0,,350000,EUR,,'3605455857640282697,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:25.399Z,2022-05-31 15:14:27,TWEM,ISIN,ES00000128Q6,100.588,,,,,PERC,EUR,300000,Units,0,,300000,EUR,,'3605455857640282698,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:26.405Z,2022-05-31 15:14:27,TWEM,ISIN,IT0003256820,123.795,,,,,PERC,EUR,190000,Units,0,,190000,EUR,,'3605455857640282699,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:26.449Z,2022-05-31 15:14:27,TWEM,ISIN,IT0004286966,121.643,,,,,PERC,EUR,110000,Units,0,,110000,EUR,,'3605455857640282700,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.344Z,2022-05-31 15:14:29,TWEM,ISIN,PTOTEOOE0033,84.534,,,,,PERC,EUR,251000,Units,0,,251000,EUR,,'3605455857640282701,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:28.360Z,2022-05-31 15:14:29,TWEM,ISIN,ES0000011868,127.634,,,,,PERC,EUR,214000,Units,0,,214000,EUR,,'3605455857640282702,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.407Z,2022-05-31 15:14:29,TWEM,ISIN,FR0010171975,140.484,,,,,PERC,EUR,300000,Units,0,,300000,EUR,,'3605455857640282703,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.930Z,2022-05-31 15:14:29,TWEM,ISIN,IT0004532559,122.414,,,,,PERC,EUR,160000,Units,0,,160000,EUR,,'3605455857640282704,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.425Z,2022-05-31 15:14:29,TWEM,ISIN,BE0000320292,131.763,,,,,PERC,EUR,170000,Units,0,,170000,EUR,,'3605455857640282705,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.497Z,2022-05-31 15:14:29,TWEM,ISIN,IE00B4TV0D44,113.116,,,,,PERC,EUR,370000,Units,0,,370000,EUR,,'3605455857640282706,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.470Z,2022-05-31 15:14:29,TWEM,ISIN,DE0001102374,99.852,,,,,PERC,EUR,40000,Units,0,,40000,EUR,,'3605455857640282707,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.915Z,2022-05-31 15:14:29,TWEM,ISIN,IT0005321325,95.626,,,,,PERC,EUR,230000,Units,0,,230000,EUR,,'3605455857640282708,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:28.699Z,2022-05-31 15:14:29,TWEM,ISIN,NL0012650469,99.481,,,,,PERC,EUR,659000,Units,0,,659000,EUR,,'3605455857640282709,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:27.394Z,2022-05-31 15:14:29,TWEM,ISIN,ES00000128S2,109.199,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640282710,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:28.736Z,2022-05-31 15:14:29,TWEM,ISIN,IT0005365165,102.091,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282711,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:28.348Z,2022-05-31 15:14:29,TWEM,ISIN,ES00000126B2,104.56,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640282712,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.007Z,2022-05-31 15:14:31,TWEM,ISIN,IT0005405318,100.244,,,,,PERC,EUR,4898000,Units,0,,4898000,EUR,,'3605455857640282713,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.970Z,2022-05-31 15:14:31,TWEM,ISIN,DE0001104859,99.831,,,,,PERC,EUR,4433000,Units,0,,4433000,EUR,,'3605455857640282714,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.014Z,2022-05-31 15:14:31,TWEM,ISIN,IT0005413684,99.712,,,,,PERC,EUR,4984000,Units,0,,4984000,EUR,,'3605455857640282715,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.025Z,2022-05-31 15:14:31,TWEM,ISIN,IT0005452989,97.029,,,,,PERC,EUR,4378000,Units,0,,4378000,EUR,,'3605455857640282716,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.189Z,2022-05-31 15:14:31,TWEM,ISIN,IT0005424251,98.37,,,,,PERC,EUR,4397000,Units,0,,4397000,EUR,,'3605455857640282717,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.173Z,2022-05-31 15:14:31,TWEM,ISIN,IT0005482309,98.588,,,,,PERC,EUR,4004000,Units,0,,4004000,EUR,,'3605455857640282718,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.037Z,2022-05-31 15:14:31,TWEM,ISIN,DE0001104875,99.388,,,,,PERC,EUR,6071000,Units,0,,6071000,EUR,,'3605455857640282719,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.317Z,2022-05-31 15:14:31,TWEM,ISIN,IT0005421703,78.071,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640282720,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.427Z,2022-05-31 15:14:31,TWEM,ISIN,ES0000012G26,96.368,,,,,PERC,EUR,2396000,Units,0,,2396000,EUR,,'3605455857640282721,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.456Z,2022-05-31 15:14:31,TWEM,ISIN,PTOTELOE0028,88.49,,,,,PERC,EUR,605000,Units,0,,605000,EUR,,'3605455857640282722,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.348Z,2022-05-31 15:14:31,TWEM,ISIN,IE00BFZRQ242,99.01,,,,,PERC,EUR,164000,Units,0,,164000,EUR,,'3605455857640282723,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.409Z,2022-05-31 15:14:31,TWEM,ISIN,IE00BV8C9418,100.6,,,,,PERC,EUR,370000,Units,0,,370000,EUR,,'3605455857640282724,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.375Z,2022-05-31 15:14:31,TWEM,ISIN,NL0015614579,62.413,,,,,PERC,EUR,90000,Units,0,,90000,EUR,,'3605455857640282725,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.391Z,2022-05-31 15:14:31,TWEM,ISIN,IT0005138828,104.289,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640282726,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.373Z,2022-05-31 15:14:31,TWEM,ISIN,ES0000012H33,98.581,,,,,PERC,EUR,926000,Units,0,,926000,EUR,,'3605455857640282727,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.361Z,2022-05-31 15:14:31,TWEM,ISIN,PTOTEYOE0031,94.458,,,,,PERC,EUR,97000,Units,0,,97000,EUR,,'3605455857640282728,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.019Z,2022-05-31 15:14:31,TWEM,ISIN,DE0001104867,99.766,,,,,PERC,EUR,4932000,Units,0,,4932000,EUR,,'3605455857640282729,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.460Z,2022-05-31 15:14:31,TWEM,ISIN,BE0000331406,127.789,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282730,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.377Z,2022-05-31 15:14:31,TWEM,ISIN,DE0001104867,99.767,,,,,PERC,EUR,242000,Units,0,,242000,EUR,,'3605455857640282731,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.317Z,2022-05-31 15:14:31,TWEM,ISIN,IT0003934657,108.542,,,,,PERC,EUR,270000,Units,0,,270000,EUR,,'3605455857640282732,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.479Z,2022-05-31 15:14:31,TWEM,ISIN,ES00000124C5,121.008,,,,,PERC,EUR,379000,Units,0,,379000,EUR,,'3605455857640282733,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.405Z,2022-05-31 15:14:31,TWEM,ISIN,DE0001102556,94.286,,,,,PERC,EUR,248000,Units,0,,248000,EUR,,'3605455857640282734,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.528Z,2022-05-31 15:14:33,TWEM,ISIN,ES0000012I32,86.014,,,,,PERC,EUR,170000,Units,0,,170000,EUR,,'3605455857640282735,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.366Z,2022-05-31 15:14:33,TWEM,ISIN,IT0005484552,94.651,,,,,PERC,EUR,6130000,Units,0,,6130000,EUR,,'3605455857640282736,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.403Z,2022-05-31 15:14:33,TWEM,ISIN,IT0005001547,105.259,,,,,PERC,EUR,425000,Units,0,,425000,EUR,,'3605455857640282737,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.385Z,2022-05-31 15:14:33,TWEM,ISIN,BE0000347568,97.269,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282738,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.516Z,2022-05-31 15:14:33,TWEM,ISIN,DE0001102465,95.585,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640282739,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.381Z,2022-05-31 15:14:33,TWEM,ISIN,IT0005454050,98.344,,,,,PERC,EUR,1716000,Units,0,,1716000,EUR,,'3605455857640282740,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:32.467Z,2022-05-31 15:14:33,TWEM,ISIN,ES00000127A2,100.175,,,,,PERC,EUR,385000,Units,0,,385000,EUR,,'3605455857640282741,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.408Z,2022-05-31 15:14:33,TWEM,ISIN,FR0014004J31,67.297,,,,,PERC,EUR,440000,Units,0,,440000,EUR,,'3605455857640282742,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.449Z,2022-05-31 15:14:33,TWEM,ISIN,ES00000123X3,105.572,,,,,PERC,EUR,112000,Units,0,,112000,EUR,,'3605455857640282743,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:31.472Z,2022-05-31 15:14:33,TWEM,ISIN,ES0000012E85,98.789,,,,,PERC,EUR,890000,Units,0,,890000,EUR,,'3605455857640282744,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:32.610Z,2022-05-31 15:14:33,TWEM,ISIN,IT0005445306,88.759,,,,,PERC,EUR,115000,Units,0,,115000,EUR,,'3605455857640282745,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:32.593Z,2022-05-31 15:14:33,TWEM,ISIN,ES00000128C6,102.908,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282746,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:32.567Z,2022-05-31 15:14:33,TWEM,ISIN,DE0001102556,94.276,,,,,PERC,EUR,260000,Units,0,,260000,EUR,,'3605455857640282747,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:32.547Z,2022-05-31 15:14:33,TWEM,ISIN,ES0000012H41,84.084,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282748,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:32.747Z,2022-05-31 15:14:33,TWEM,ISIN,ES00000126A4,111.555,,,,,PERC,EUR,400000,Units,0,,400000,EUR,,'3605455857640282749,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:32.207Z,2022-05-31 15:14:33,TWEM,ISIN,NL00150006U0,88.882,,,,,PERC,EUR,600000,Units,0,,600000,EUR,,'3605455857640282750,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:33.286Z,2022-05-31 15:14:35,TWEM,ISIN,ES0000012F43,91.71,,,,,PERC,EUR,25000,Units,0,,25000,EUR,,'3605455857640282751,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:33.232Z,2022-05-31 15:14:35,TWEM,ISIN,FR0014001N46,99.403,,,,,PERC,EUR,1592000,Units,0,,1592000,EUR,,'3605455857640282752,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:33.453Z,2022-05-31 15:14:35,TWEM,ISIN,FR0013341682,97.005,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282753,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:33.350Z,2022-05-31 15:14:35,TWEM,ISIN,BE0000334434,100.071,,,,,PERC,EUR,1143000,Units,0,,1143000,EUR,,'3605455857640282754,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.041Z,2022-05-31 15:14:35,TWEM,ISIN,IT0005439275,97.8,,,,,PERC,EUR,5946000,Units,0,,5946000,EUR,,'3605455857640282755,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.120Z,2022-05-31 15:14:35,TWEM,ISIN,DE0001141836,97.323,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282756,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:33.827Z,2022-05-31 15:14:35,TWEM,ISIN,IT0005363111,107.127,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640282757,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.049Z,2022-05-31 15:14:35,TWEM,ISIN,FR0013286192,97.476,,,,,PERC,EUR,70000,Units,0,,70000,EUR,,'3605455857640282758,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.405Z,2022-05-31 15:14:35,TWEM,ISIN,IE00BFZRQ242,99.095,,,,,PERC,EUR,990000,Units,0,,990000,EUR,,'3605455857640282759,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:33.066Z,2022-05-31 15:14:35,TWEM,ISIN,IT0005493298,97.874,,,,,PERC,EUR,1000000,Units,0,,1000000,EUR,,'3605455857640282760,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.456Z,2022-05-31 15:14:35,TWEM,ISIN,FR0014002JM6,72.267,,,,,PERC,EUR,276000,Units,0,,276000,EUR,,'3605455857640282761,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.417Z,2022-05-31 15:14:35,TWEM,ISIN,BE0000344532,93.02,,,,,PERC,EUR,220000,Units,0,,220000,EUR,,'3605455857640282762,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.531Z,2022-05-31 15:14:35,TWEM,ISIN,IT0005403396,85.93,,,,,PERC,EUR,120000,Units,0,,120000,EUR,,'3605455857640282763,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.470Z,2022-05-31 15:14:35,TWEM,ISIN,FI4000507231,87.533,,,,,PERC,EUR,120000,Units,0,,120000,EUR,,'3605455857640282764,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.141Z,2022-05-31 15:14:35,TWEM,ISIN,ES0000012J15,93.325,,,,,PERC,EUR,1300000,Units,0,,1300000,EUR,,'3605455857640282765,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.433Z,2022-05-31 15:14:36,TWEM,ISIN,IT0004923998,121.262,,,,,PERC,EUR,270000,Units,0,,270000,EUR,,'3605455857640282767,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.507Z,2022-05-31 15:14:36,TWEM,ISIN,ES0000012E69,93.311,,,,,PERC,EUR,130000,Units,0,,130000,EUR,,'3605455857640282768,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.624Z,2022-05-31 15:14:36,TWEM,ISIN,IT0005422891,83.699,,,,,PERC,EUR,180000,Units,0,,180000,EUR,,'3605455857640282769,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.209Z,2022-05-31 15:14:37,TWEM,ISIN,ES0000012F84,99.864,,,,,PERC,EUR,750000,Units,0,,750000,EUR,,'3605455857640282766,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.372Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005436693,80.563,,,,,PERC,EUR,702000,Units,0,,702000,EUR,,'3605455857640282770,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.432Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001102598,94.88,,,,,PERC,EUR,1960000,Units,0,,1960000,EUR,,'3605455857640282771,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.111Z,2022-05-31 15:14:37,TWEM,ISIN,ES0000012J15,93.322,,,,,PERC,EUR,150000,Units,0,,150000,EUR,,'3605455857640282772,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.351Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001135481,122.684,,,,,PERC,EUR,639000,Units,0,,639000,EUR,,'3605455857640282773,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.962Z,2022-05-31 15:14:37,TWEM,ISIN,BE0000340498,94.71,,,,,PERC,EUR,530000,Units,0,,530000,EUR,,'3605455857640282774,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.165Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001102580,89.698,,,,,PERC,EUR,150000,Units,0,,150000,EUR,,'3605455857640282775,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:34.838Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001141851,96.033,,,,,PERC,EUR,7731000,Units,0,,7731000,EUR,,'3605455857640282776,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.018Z,2022-05-31 15:14:37,TWEM,ISIN,BE0000349580,89.942,,,,,PERC,EUR,380000,Units,0,,380000,EUR,,'3605455857640282777,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.361Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005365165,102.094,,,,,PERC,EUR,305000,Units,0,,305000,EUR,,'3605455857640282778,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.197Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005495731,100.391,,,,,PERC,EUR,150000,Units,0,,150000,EUR,,'3605455857640282779,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.449Z,2022-05-31 15:14:37,TWEM,ISIN,FR0014002WK3,86.194,,,,,PERC,EUR,130000,Units,0,,130000,EUR,,'3605455857640282780,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.179Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005482309,98.583,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640282781,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.052Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005484552,94.65,,,,,PERC,EUR,1350000,Units,0,,1350000,EUR,,'3605455857640282782,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.031Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005474330,95.998,,,,,PERC,EUR,4213000,Units,0,,4213000,EUR,,'3605455857640282783,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.817Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001102382,101.162,,,,,PERC,EUR,30000,Units,0,,30000,EUR,,'3605455857640282784,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:30.070Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001104842,99.959,,,,,PERC,EUR,5169000,Units,0,,5169000,EUR,,'3605455857640282785,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:29.999Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005454050,98.35,,,,,PERC,EUR,4626000,Units,0,,4626000,EUR,,'3605455857640282786,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.781Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005094088,88.321,,,,,PERC,EUR,130000,Units,0,,130000,EUR,,'3605455857640282787,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.359Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001135176,136.863,,,,,PERC,EUR,209000,Units,0,,209000,EUR,,'3605455857640282788,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.355Z,2022-05-31 15:14:37,TWEM,ISIN,DE0001102424,98.225,,,,,PERC,EUR,3110000,Units,0,,3110000,EUR,,'3605455857640282789,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:35.169Z,2022-05-31 15:14:37,TWEM,ISIN,IT0005467482,86.57,,,,,PERC,EUR,180000,Units,0,,180000,EUR,,'3605455857640282790,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.183Z,2022-05-31 15:14:37,TWEM,ISIN,ES0000012K53,93.243,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282791,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.392Z,2022-05-31 15:14:39,TWEM,ISIN,DE0001141794,99.308,,,,,PERC,EUR,1708000,Units,0,,1708000,EUR,,'3605455857640282792,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.438Z,2022-05-31 15:14:39,TWEM,ISIN,FR0000188799,142.828,,,,,PERC,EUR,670000,Units,0,,670000,EUR,,'3605455857640282793,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.444Z,2022-05-31 15:14:39,TWEM,ISIN,GB00BMGR2791,97.543,,,,,PERC,GBP,285000,Units,0,,285000,GBP,,'3605455857640282794,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.541Z,2022-05-31 15:14:39,TWEM,ISIN,IE00BJ38CR43,108.02,,,,,PERC,EUR,1350000,Units,0,,1350000,EUR,,'3605455857640282797,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:38.135Z,2022-05-31 15:14:39,TWEM,ISIN,ES0000012J15,93.323,,,,,PERC,EUR,140000,Units,0,,140000,EUR,,'3605455857640282795,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:38.144Z,2022-05-31 15:14:39,TWEM,ISIN,IT0005240830,99.867,,,,,PERC,EUR,900000,Units,0,,900000,EUR,,'3605455857640282796,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.118Z,2022-05-31 15:14:39,TWEM,ISIN,ES0000012B62,100.159,,,,,PERC,EUR,470000,Units,0,,470000,EUR,,'3605455857640282798,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.488Z,2022-05-31 15:14:39,TWEM,ISIN,NL0000009827,156.9,,,,,MONE,EUR,466,Units,0,,73115.4,EUR,,'3605455857640282799,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.386Z,2022-05-31 15:14:39,TWEM,ISIN,AT0000A2T198,79.641,,,,,PERC,EUR,120000,Units,0,,120000,EUR,,'3605455857640282800,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.874Z,2022-05-31 15:14:39,TWEM,ISIN,FR0011317783,108.625,,,,,PERC,EUR,200000,Units,0,,200000,EUR,,'3605455857640282801,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.449Z,2022-05-31 15:14:39,TWEM,ISIN,AT0000A1ZGE4,97.657,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282802,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.500Z,2022-05-31 15:14:39,TWEM,ISIN,BE0000304130,135.761,,,,,PERC,EUR,180000,Units,0,,180000,EUR,,'3605455857640282803,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.515Z,2022-05-31 15:14:39,TWEM,ISIN,PTOTEVOE0018,103.18,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640282804,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:37.080Z,2022-05-31 15:14:39,TWEM,ISIN,ES0000012K20,86.503,,,,,PERC,EUR,1500000,Units,0,,1500000,EUR,,'3605455857640282805,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:14:36.527Z,2022-05-31 15:14:39,TWEM,ISIN,IT0005162828,88.977,,,,,PERC,EUR,140000,Units,0,,140000,EUR,,'3605455857640282806,,N,,,,,,,,,,,,,,,,,
