"FileName="BV_TWEM_20220531_1514
"FileDate="20220531
"FileTime="15:14
"FileExpiration="20220601 15:14
"FileSequence=458"
"DataDelimiter= ,"

TRADE DATE EXECUTION TIME,PUBLICATION DATE,VENUE OF EXECUTION,INSTRUMENT ID TYPE,ISIN,PRICE,MONE,PERC,YIEL,BAPO,PRICE NOTATION,PRICE CURRENCY,QUANTITY,QUANTITY TYPE,QUANTITY IN MEASUREMENT UNIT,QUANTITY NOTATION MEASUREMENT UNIT,NOTIONAL AMOUNT,NOTIONAL CURRENCY,EMISSION ALLOWANCE TYPE,PUBLICATION ID,ORGINAL ID,TRANSACTION TO BE CLEARED,TRANSCATION COUNT,FLAGS,SUPPLEMENTARY DEFERRAL FLAGS,NO SUBMITTED TRANS (TPCC),SUBMITTED NOTIONAL (TPCC),SUBMITTED NOTIONAL 2 (TPCC),NOTIONAL CURRENCY 2 (TPCC),NO TERMINATED/REDUCED TRANS (TPCC),TERMINATED/REDUCED NOTIONAL (TPCC),TERMINATED/REDUCED NOTIONAL 2 (TPCC),REPLACEMENT NOTIONAL (TPCC),REPLACEMENT NOTIONAL 2 (TPCC),SUB ASSET CLASSES (TPCC),REPLACEMENT SUB ASSET CLASSES (TPCC),REPLACEMENT CURRENCIES (TPCC),NO REPLACEMENT TRANS (TPCC)
2022-05-31T15:15:07.719Z,2022-05-31 15:15:13,TWEM,ISIN,FR0011619436,103.417,,,,,PERC,EUR,220000,Units,0,,220000,EUR,,'3605455857640283121,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.063Z,2022-05-31 15:15:13,TWEM,ISIN,FR0013404969,86.535,,,,,PERC,EUR,300000,Units,0,,300000,EUR,,'3605455857640283122,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.066Z,2022-05-31 15:15:13,TWEM,ISIN,PTOTENOE0034,82.972,,,,,PERC,EUR,100000,Units,0,,100000,EUR,,'3605455857640283123,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.147Z,2022-05-31 15:15:13,TWEM,ISIN,AT0000A2VB47,91.914,,,,,PERC,EUR,804000,Units,0,,804000,EUR,,'3605455857640283124,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.036Z,2022-05-31 15:15:13,TWEM,ISIN,IT0005370306,100.187,,,,,PERC,EUR,70000,Units,0,,70000,EUR,,'3605455857640283125,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:07.880Z,2022-05-31 15:15:13,TWEM,ISIN,FR0011486067,101.591,,,,,PERC,EUR,24200,Units,0,,24200,EUR,,'3605455857640283126,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:07.740Z,2022-05-31 15:15:13,TWEM,ISIN,IT0000366655,111.577,,,,,PERC,EUR,69000,Units,0,,69000,EUR,,'3605455857640283127,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.568Z,2022-05-31 15:15:13,TWEM,ISIN,IT0005466013,81.539,,,,,PERC,EUR,45000,Units,0,,45000,EUR,,'3605455857640283128,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.093Z,2022-05-31 15:15:13,TWEM,ISIN,DE0001102424,98.251,,,,,PERC,EUR,14000,Units,0,,14000,EUR,,'3605455857640283129,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.418Z,2022-05-31 15:15:13,TWEM,ISIN,FR0013515806,77.124,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640283130,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.594Z,2022-05-31 15:15:13,TWEM,ISIN,IT0005425233,68.627,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283131,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.070Z,2022-05-31 15:15:14,TWEM,ISIN,FR0013415627,97.961,,,,,PERC,EUR,277000,Units,0,,277000,EUR,,'3605455857640283132,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.030Z,2022-05-31 15:15:14,TWEM,ISIN,AT0000A2KQ43,70.056,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283133,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.035Z,2022-05-31 15:15:14,TWEM,ISIN,DE0001102507,92.121,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283134,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.803Z,2022-05-31 15:15:14,TWEM,ISIN,FR0013313582,94.177,,,,,PERC,EUR,15000,Units,0,,15000,EUR,,'3605455857640283135,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.778Z,2022-05-31 15:15:14,TWEM,ISIN,DE0001102556,94.283,,,,,PERC,EUR,5000,Units,0,,5000,EUR,,'3605455857640283136,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.908Z,2022-05-31 15:15:14,TWEM,ISIN,AT0000A2EJ08,73.687,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283137,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.923Z,2022-05-31 15:15:14,TWEM,ISIN,FR0013154028,87.162,,,,,PERC,EUR,148000,Units,0,,148000,EUR,,'3605455857640283138,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.125Z,2022-05-31 15:15:14,TWEM,ISIN,FI4000148630,93.705,,,,,PERC,EUR,58000,Units,0,,58000,EUR,,'3605455857640283139,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.155Z,2022-05-31 15:15:15,TWEM,ISIN,NL0010418810,101.885,,,,,PERC,EUR,102000,Units,0,,102000,EUR,,'3605455857640283140,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.167Z,2022-05-31 15:15:15,TWEM,ISIN,NL0011220108,98.498,,,,,PERC,EUR,70000,Units,0,,70000,EUR,,'3605455857640283141,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.711Z,2022-05-31 15:15:15,TWEM,ISIN,FR0013234333,97.68,,,,,PERC,EUR,14000,Units,0,,14000,EUR,,'3605455857640283142,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.720Z,2022-05-31 15:15:15,TWEM,ISIN,AT0000A2NW83,87.401,,,,,PERC,EUR,180000,Units,0,,180000,EUR,,'3605455857640283143,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.070Z,2022-05-31 15:15:15,TWEM,ISIN,FR0010916924,109.975,,,,,PERC,EUR,22000,Units,0,,22000,EUR,,'3605455857640283144,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.033Z,2022-05-31 15:15:15,TWEM,ISIN,ES0000012H33,98.568,,,,,PERC,EUR,113000,Units,0,,113000,EUR,,'3605455857640283145,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.040Z,2022-05-31 15:15:15,TWEM,ISIN,AT0000A2WSC8,93.133,,,,,PERC,EUR,72000,Units,0,,72000,EUR,,'3605455857640283146,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.831Z,2022-05-31 15:15:15,TWEM,ISIN,IT0005413171,90.361,,,,,PERC,EUR,57000,Units,0,,57000,EUR,,'3605455857640283147,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.091Z,2022-05-31 15:15:15,TWEM,ISIN,DE0001102457,96.071,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283148,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.567Z,2022-05-31 15:15:15,TWEM,ISIN,ES0000012B47,98.81,,,,,PERC,EUR,8000,Units,0,,8000,EUR,,'3605455857640283149,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.417Z,2022-05-31 15:15:15,TWEM,ISIN,BE0000331406,127.882,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640283150,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.566Z,2022-05-31 15:15:15,TWEM,ISIN,FR0013131877,98.245,,,,,PERC,EUR,23000,Units,0,,23000,EUR,,'3605455857640283151,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.376Z,2022-05-31 15:15:15,TWEM,ISIN,DE0001102580,89.746,,,,,PERC,EUR,7331000,Units,0,,7331000,EUR,,'3605455857640283152,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.004Z,2022-05-31 15:15:15,TWEM,ISIN,DE0001102507,92.121,,,,,PERC,EUR,12000,Units,0,,12000,EUR,,'3605455857640283153,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.393Z,2022-05-31 15:15:15,TWEM,ISIN,DE0001135432,133.688,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283154,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.577Z,2022-05-31 15:15:15,TWEM,ISIN,BE0000320292,131.883,,,,,PERC,EUR,8000,Units,0,,8000,EUR,,'3605455857640283155,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.106Z,2022-05-31 15:15:15,TWEM,ISIN,NL0009446418,134.691,,,,,PERC,EUR,21000,Units,0,,21000,EUR,,'3605455857640283156,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:08.976Z,2022-05-31 15:15:15,TWEM,ISIN,DE0001102341,124.953,,,,,PERC,EUR,61360.51,Units,0,,61360.51,EUR,,'3605455857640283157,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.716Z,2022-05-31 15:15:15,TWEM,ISIN,IT0005217390,84.237,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283158,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.740Z,2022-05-31 15:15:16,TWEM,ISIN,IT0005480980,75.159,,,,,PERC,EUR,5000,Units,0,,5000,EUR,,'3605455857640283159,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.376Z,2022-05-31 15:15:16,TWEM,ISIN,DE0001102507,92.099,,,,,PERC,EUR,446000,Units,0,,446000,EUR,,'3605455857640283160,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.386Z,2022-05-31 15:15:16,TWEM,ISIN,IT0005415416,104.969,,,,,PERC,EUR,80000,Units,0,,80000,EUR,,'3605455857640283161,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.365Z,2022-05-31 15:15:16,TWEM,ISIN,DE0001141794,99.309,,,,,PERC,EUR,136000,Units,0,,136000,EUR,,'3605455857640283162,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.411Z,2022-05-31 15:15:16,TWEM,ISIN,AT0000A2WSC8,93.161,,,,,PERC,EUR,70000,Units,0,,70000,EUR,,'3605455857640283163,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.754Z,2022-05-31 15:15:16,TWEM,ISIN,IT0005445306,88.773,,,,,PERC,EUR,7000,Units,0,,7000,EUR,,'3605455857640283164,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.710Z,2022-05-31 15:15:16,TWEM,ISIN,FR0000188799,142.892,,,,,PERC,EUR,101000,Units,0,,101000,EUR,,'3605455857640283165,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.804Z,2022-05-31 15:15:16,TWEM,ISIN,IT0005273013,100.771,,,,,PERC,EUR,2042000,Units,0,,2042000,EUR,,'3605455857640283166,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.719Z,2022-05-31 15:15:16,TWEM,ISIN,DE0001030575,127.941,,,,,PERC,EUR,109000,Units,0,,109000,EUR,,'3605455857640283167,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.567Z,2022-05-31 15:15:17,TWEM,ISIN,AT0000A2KQ43,70.054,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283168,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.830Z,2022-05-31 15:15:17,TWEM,ISIN,FR0013283686,100.021,,,,,PERC,EUR,15000,Units,0,,15000,EUR,,'3605455857640283169,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.370Z,2022-05-31 15:15:17,TWEM,ISIN,FR0013410552,109.581,,,,,PERC,EUR,92000,Units,0,,92000,EUR,,'3605455857640283170,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.689Z,2022-05-31 15:15:17,TWEM,ISIN,DE0001030724,68.751,,,,,PERC,EUR,63000,Units,0,,63000,EUR,,'3605455857640283171,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.968Z,2022-05-31 15:15:17,TWEM,ISIN,FR0011883966,108.696,,,,,PERC,EUR,806000,Units,0,,806000,EUR,,'3605455857640283172,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.981Z,2022-05-31 15:15:17,TWEM,ISIN,BE0000338476,87.427,,,,,PERC,EUR,116000,Units,0,,116000,EUR,,'3605455857640283173,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.228Z,2022-05-31 15:15:17,TWEM,ISIN,IT0005482309,98.584,,,,,PERC,EUR,2870000,Units,0,,2870000,EUR,,'3605455857640283174,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.581Z,2022-05-31 15:15:17,TWEM,ISIN,IT0005024234,105.532,,,,,PERC,EUR,364000,Units,0,,364000,EUR,,'3605455857640283175,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.835Z,2022-05-31 15:15:17,TWEM,ISIN,PTOTEAOE0021,106.513,,,,,PERC,EUR,64000,Units,0,,64000,EUR,,'3605455857640283176,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.974Z,2022-05-31 15:15:17,TWEM,ISIN,IE00B4TV0D44,113.1,,,,,PERC,EUR,66000,Units,0,,66000,EUR,,'3605455857640283177,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.727Z,2022-05-31 15:15:17,TWEM,ISIN,AT0000A2HLC4,48.022,,,,,PERC,EUR,53000,Units,0,,53000,EUR,,'3605455857640283178,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.081Z,2022-05-31 15:15:17,TWEM,ISIN,ES0000012F84,99.876,,,,,PERC,EUR,25000,Units,0,,25000,EUR,,'3605455857640283179,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.752Z,2022-05-31 15:15:17,TWEM,ISIN,FR0010585901,107.678,,,,,PERC,EUR,3000,Units,0,,3000,EUR,,'3605455857640283180,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.067Z,2022-05-31 15:15:17,TWEM,ISIN,BE0000331406,127.881,,,,,PERC,EUR,420000,Units,0,,420000,EUR,,'3605455857640283181,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.036Z,2022-05-31 15:15:17,TWEM,ISIN,ES0000011868,127.667,,,,,PERC,EUR,2075000,Units,0,,2075000,EUR,,'3605455857640283182,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.755Z,2022-05-31 15:15:17,TWEM,ISIN,IT0005363111,107.143,,,,,PERC,EUR,141000,Units,0,,141000,EUR,,'3605455857640283183,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.130Z,2022-05-31 15:15:17,TWEM,ISIN,PTOTEQOE0015,108.537,,,,,PERC,EUR,62000,Units,0,,62000,EUR,,'3605455857640283184,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.456Z,2022-05-31 15:15:17,TWEM,ISIN,FR0013516549,88.372,,,,,PERC,EUR,500000,Units,0,,500000,EUR,,'3605455857640283185,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.832Z,2022-05-31 15:15:17,TWEM,ISIN,IE00B42NKQ00,7.7306,,,,,MONE,EUR,30000,Units,0,,231924,EUR,,'3605455857640283186,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.797Z,2022-05-31 15:15:17,TWEM,ISIN,BE0000355645,79.831,,,,,PERC,EUR,3000,Units,0,,3000,EUR,,'3605455857640283187,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.063Z,2022-05-31 15:15:17,TWEM,ISIN,ES0000012F92,97.335,,,,,PERC,EUR,124000,Units,0,,124000,EUR,,'3605455857640283188,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:09.849Z,2022-05-31 15:15:17,TWEM,ISIN,IT0005449969,82.63,,,,,PERC,EUR,49000,Units,0,,49000,EUR,,'3605455857640283189,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.470Z,2022-05-31 15:15:17,TWEM,ISIN,FR0010773192,138.1,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640283190,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.937Z,2022-05-31 15:15:17,TWEM,ISIN,IT0005246340,101.221,,,,,PERC,EUR,85000,Units,0,,85000,EUR,,'3605455857640283191,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:10.908Z,2022-05-31 15:15:17,TWEM,ISIN,DE0001104842,99.956,,,,,PERC,EUR,93000,Units,0,,93000,EUR,,'3605455857640283192,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.001Z,2022-05-31 15:15:17,TWEM,ISIN,IT0005439275,97.786,,,,,PERC,EUR,106000,Units,0,,106000,EUR,,'3605455857640283193,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.028Z,2022-05-31 15:15:17,TWEM,ISIN,DE0001141786,99.873,,,,,PERC,EUR,107000,Units,0,,107000,EUR,,'3605455857640283194,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.050Z,2022-05-31 15:15:17,TWEM,ISIN,BE0000339482,100.02,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283195,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.069Z,2022-05-31 15:15:17,TWEM,ISIN,DE0001102317,101.362,,,,,PERC,EUR,5000,Units,0,,5000,EUR,,'3605455857640283196,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.627Z,2022-05-31 15:15:18,TWEM,ISIN,FR0011962398,102.723,,,,,PERC,EUR,223000,Units,0,,223000,EUR,,'3605455857640283197,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.137Z,2022-05-31 15:15:18,TWEM,ISIN,IT0000366655,111.592,,,,,PERC,EUR,7000,Units,0,,7000,EUR,,'3605455857640283198,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.910Z,2022-05-31 15:15:18,TWEM,ISIN,FR0013515806,77.107,,,,,PERC,EUR,77000,Units,0,,77000,EUR,,'3605455857640283199,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.039Z,2022-05-31 15:15:18,TWEM,ISIN,FR0014004J31,67.355,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283200,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.588Z,2022-05-31 15:15:18,TWEM,ISIN,IT0005090318,99.427,,,,,PERC,EUR,1080000,Units,0,,1080000,EUR,,'3605455857640283201,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.845Z,2022-05-31 15:15:18,TWEM,ISIN,ES00000128S2,109.041,,,,,PERC,EUR,115000,Units,0,,115000,EUR,,'3605455857640283202,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.873Z,2022-05-31 15:15:18,TWEM,ISIN,ES0000012C12,106.627,,,,,PERC,EUR,338000,Units,0,,338000,EUR,,'3605455857640283203,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.880Z,2022-05-31 15:15:18,TWEM,ISIN,ES00000127C8,111.667,,,,,PERC,EUR,208000,Units,0,,208000,EUR,,'3605455857640283204,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.282Z,2022-05-31 15:15:18,TWEM,ISIN,IT0004243512,108.565,,,,,PERC,EUR,164000,Units,0,,164000,EUR,,'3605455857640283205,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.342Z,2022-05-31 15:15:18,TWEM,ISIN,FR0013451507,90.431,,,,,PERC,EUR,20000,Units,0,,20000,EUR,,'3605455857640283206,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.142Z,2022-05-31 15:15:18,TWEM,ISIN,FR0013407236,94.796,,,,,PERC,EUR,23000,Units,0,,23000,EUR,,'3605455857640283207,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.095Z,2022-05-31 15:15:18,TWEM,ISIN,AT0000A2EJ08,73.701,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283208,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.006Z,2022-05-31 15:15:18,TWEM,ISIN,ES0000012E85,98.787,,,,,PERC,EUR,102000,Units,0,,102000,EUR,,'3605455857640283209,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.010Z,2022-05-31 15:15:18,TWEM,ISIN,AT0000A2T198,79.603,,,,,PERC,EUR,14000,Units,0,,14000,EUR,,'3605455857640283210,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.352Z,2022-05-31 15:15:18,TWEM,ISIN,DE0001135325,144.67,,,,,PERC,EUR,7000,Units,0,,7000,EUR,,'3605455857640283211,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.001Z,2022-05-31 15:15:19,TWEM,ISIN,AT0000A2EJ08,73.695,,,,,PERC,EUR,2000,Units,0,,2000,EUR,,'3605455857640283212,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.689Z,2022-05-31 15:15:19,TWEM,ISIN,AT0000A2EJ08,73.713,,,,,PERC,EUR,7000,Units,0,,7000,EUR,,'3605455857640283213,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.611Z,2022-05-31 15:15:19,TWEM,ISIN,DE0001104842,99.961,,,,,PERC,EUR,3207680,Units,0,,3207680,EUR,,'3605455857640283214,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.598Z,2022-05-31 15:15:19,TWEM,ISIN,DE0001104867,99.763,,,,,PERC,EUR,87000,Units,0,,87000,EUR,,'3605455857640283215,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.584Z,2022-05-31 15:15:19,TWEM,ISIN,FR0010916924,109.941,,,,,PERC,EUR,5000,Units,0,,5000,EUR,,'3605455857640283216,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.262Z,2022-05-31 15:15:19,TWEM,ISIN,IT0005422891,83.736,,,,,PERC,EUR,58000,Units,0,,58000,EUR,,'3605455857640283217,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.313Z,2022-05-31 15:15:19,TWEM,ISIN,FR0010171975,140.944,,,,,PERC,EUR,213000,Units,0,,213000,EUR,,'3605455857640283218,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.381Z,2022-05-31 15:15:19,TWEM,ISIN,FR0010585901,107.685,,,,,PERC,EUR,168000,Units,0,,168000,EUR,,'3605455857640283219,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.950Z,2022-05-31 15:15:19,TWEM,ISIN,FR0013154028,87.162,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640283220,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.411Z,2022-05-31 15:15:19,TWEM,ISIN,FR0012993103,100.207,,,,,PERC,EUR,744000,Units,0,,744000,EUR,,'3605455857640283221,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.428Z,2022-05-31 15:15:19,TWEM,ISIN,NL0012650469,99.479,,,,,PERC,EUR,89000,Units,0,,89000,EUR,,'3605455857640283222,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.992Z,2022-05-31 15:15:19,TWEM,ISIN,IT0005452989,97.025,,,,,PERC,EUR,80000,Units,0,,80000,EUR,,'3605455857640283223,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.026Z,2022-05-31 15:15:19,TWEM,ISIN,FI4000480488,59.648,,,,,PERC,EUR,1000,Units,0,,1000,EUR,,'3605455857640283224,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.445Z,2022-05-31 15:15:19,TWEM,ISIN,AT0000A2VB47,91.892,,,,,PERC,EUR,94000,Units,0,,94000,EUR,,'3605455857640283225,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.746Z,2022-05-31 15:15:19,TWEM,ISIN,IT0005405318,100.238,,,,,PERC,EUR,88000,Units,0,,88000,EUR,,'3605455857640283226,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.598Z,2022-05-31 15:15:19,TWEM,ISIN,IT0005436693,80.586,,,,,PERC,EUR,53000,Units,0,,53000,EUR,,'3605455857640283227,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.412Z,2022-05-31 15:15:19,TWEM,ISIN,NL0012818504,98.031,,,,,PERC,EUR,22000,Units,0,,22000,EUR,,'3605455857640283228,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.425Z,2022-05-31 15:15:19,TWEM,ISIN,FI4000480488,59.593,,,,,PERC,EUR,78000,Units,0,,78000,EUR,,'3605455857640283229,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.073Z,2022-05-31 15:15:19,TWEM,ISIN,IT0004953417,106.071,,,,,PERC,EUR,1600000,Units,0,,1600000,EUR,,'3605455857640283230,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.372Z,2022-05-31 15:15:19,TWEM,ISIN,DE0001135366,154.672,,,,,PERC,EUR,7000,Units,0,,7000,EUR,,'3605455857640283231,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.903Z,2022-05-31 15:15:19,TWEM,ISIN,BE0000348574,88.025,,,,,PERC,EUR,118000,Units,0,,118000,EUR,,'3605455857640283232,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:11.924Z,2022-05-31 15:15:19,TWEM,ISIN,BE0000350596,74.462,,,,,PERC,EUR,4000,Units,0,,4000,EUR,,'3605455857640283233,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.187Z,2022-05-31 15:15:20,TWEM,ISIN,IT0005138828,104.287,,,,,PERC,EUR,136000,Units,0,,136000,EUR,,'3605455857640283234,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.154Z,2022-05-31 15:15:20,TWEM,ISIN,PTOTELOE0028,88.517,,,,,PERC,EUR,832000,Units,0,,832000,EUR,,'3605455857640283235,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.200Z,2022-05-31 15:15:20,TWEM,ISIN,ES00000126A4,111.563,,,,,PERC,EUR,123000,Units,0,,123000,EUR,,'3605455857640283236,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.270Z,2022-05-31 15:15:20,TWEM,ISIN,IT0004735152,116.775,,,,,PERC,EUR,117000,Units,0,,117000,EUR,,'3605455857640283237,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.360Z,2022-05-31 15:15:20,TWEM,ISIN,IT0004898034,103.775,,,,,PERC,EUR,10000,Units,0,,10000,EUR,,'3605455857640283238,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.212Z,2022-05-31 15:15:20,TWEM,ISIN,FR0013238268,110.061,,,,,PERC,EUR,130000,Units,0,,130000,EUR,,'3605455857640283239,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:13.333Z,2022-05-31 15:15:21,TWEM,ISIN,ES0000012B62,100.157,,,,,PERC,EUR,123000,Units,0,,123000,EUR,,'3605455857640283240,,N,,,,,,,,,,,,,,,,,
2022-05-31T15:15:12.603Z,2022-05-31 15:15:21,TWEM,ISIN,NL0015000B11,77.402,,,,,PERC,EUR,9000,Units,0,,9000,EUR,,'3605455857640283241,,N,,,,,,,,,,,,,,,,,
